Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Bănulescu Stefan  ,  figuran ,  werewolf , flexitarian , 
132.Bărboianu Grigore  ,  figuran ,  human , flexitarian , 
132.Bănică Ciprian  ,  figuran ,  werewolf , anything , 
132.Adoc Cazimir  ,  figuran ,  werewolf , anything , 
132.Bîrlea George  ,  figuran ,  vampire , anything , 
132.Barbu Razvan  ,  figuran ,  human , flexitarian , 
132.Alexa  Ileana  ,  figuran ,  werewolf , flexitarian , 
132.Avramescu Anisoara  ,  figuran ,  vampire , vegetarian , 
132.Brediceanu Marin  ,  figuran ,  mermaid , flexitarian , 
132.Bogos Amalia  ,  figuran ,  human , anything , 
132.Alifantis Eugen  ,  figuran ,  vampire , vegetarian , 
132.Argeșanu Andrei  ,  figuran ,  human , flexitarian , 
132.Adameșteanu Norbert  ,  figuran ,  seer , anything , 
132.Bordea Mihaela  ,  figuran ,  mermaid , vegetarian , 
132.Botezan Gabriela  ,  figuran ,  seer , vegetarian , 
132.Bacalbașa Emilian  ,  figuran ,  seer , flexitarian , 
132.Angelescu Cornel  ,  figuran ,  mermaid , anything , 
132.Baconsky Geta  ,  figuran ,  vampire , flexitarian , 
132.Boștină Aurelia  ,  figuran ,  vampire , flexitarian , 
132.Băsescu  Pavel  ,  figuran ,  seer , anything , 
132.Băsescu  Alex  ,  figuran ,  vampire , flexitarian , 
132.Bodnăraș Andreas  ,  figuran ,  seer , flexitarian , 
132.Valisescu Cristina  ,  figuran ,  mermaid , flexitarian , 
132.Bujo Cristina  ,  figuran ,  human , vegetarian , 
132.Banciu  Florina  ,  figuran ,  seer , flexitarian , 
132.Breban Benone  ,  figuran ,  human , flexitarian , 
132.Brătianu Denisa  ,  figuran ,  mermaid , anything , 
132.Almășan Toma  ,  figuran ,  human , anything , 
132.Bazon Gabriel  ,  figuran ,  mermaid , flexitarian , 
132.Baconsky Denis  ,  figuran ,  human , anything , 
132.Brănescu Camelia  ,  figuran ,  seer , flexitarian , 
132.Arnăutu Dragos  ,  figuran ,  werewolf , flexitarian , 
132.Brateș Luca  ,  figuran ,  mermaid , flexitarian , 
132.Bălan Laurentiu  ,  figuran ,  vampire , anything , 
132.Botnari Gelu  ,  figuran ,  mermaid , flexitarian , 
132.Basarabeanu Daniel  ,  figuran ,  vampire , flexitarian , 
132.Baconschi Felicia  ,  figuran ,  human , vegetarian , 
132.Băloșescu Calin  ,  figuran ,  human , vegetarian , 
132.Baconsky Gratiela  ,  figuran ,  seer , vegetarian , 
132.Valisescu Mihai  ,  figuran ,  vampire , vegetarian , 
132.Bârsănescu Andrei  ,  figuran ,  vampire , vegetarian , 
132.Borcea Adelin  ,  figuran ,  seer , vegetarian , 
132.Bârcă Amalia  ,  figuran ,  human , anything , 
132.Negoita Geta  ,  figuran ,  human , flexitarian , 
132.Brănescu Liliana  ,  figuran ,  seer , anything , 
132.Adamescu Ion  ,  figuran ,  mermaid , anything , 
132.Bârcă Filoftea  ,  figuran ,  mermaid , vegetarian , 
132.Bărboianu Daniel  ,  figuran ,  werewolf , flexitarian , 
132.Balauru Manuel  ,  figuran ,  human , anything , 
132.Balanici Andrei  ,  figuran ,  mermaid , flexitarian , 
132.Angelescu Barbu  ,  figuran ,  vampire , flexitarian , 
132.Buhagiar Razvan  ,  figuran ,  werewolf , anything , 
132.Brașoveanu Iurie  ,  figuran ,  seer , flexitarian , 
132.Bentoiu Daniel  ,  figuran ,  mermaid , flexitarian , 
132.Bozga Gratiela  ,  figuran ,  mermaid , vegetarian , 
132.Bogos Aurelia  ,  figuran ,  werewolf , vegetarian , 
132.Bujo Aurelia  ,  figuran ,  human , anything , 
132.Băloșescu Luminita  ,  figuran ,  werewolf , anything , 
132.Agîrbiceanu Aurelia  ,  figuran ,  seer , flexitarian , 
132.Basarabeanu Nicolae  ,  figuran ,  human , anything , 
132.Apostol Ana  ,  figuran ,  seer , anything , 
132.Bădărău Lazar  ,  figuran ,  seer , vegetarian , 
132.Avramescu Cezar  ,  figuran ,  werewolf , vegetarian , 
132.Boteanu Marian  ,  figuran ,  vampire , flexitarian , 
132.Adameșteanu Filip  ,  figuran ,  seer , vegetarian , 
132.Bibescu Emilian  ,  figuran ,  werewolf , vegetarian , 
132.Bozgă Vasile  ,  figuran ,  seer , flexitarian , 
132.Angelescu Benone  ,  figuran ,  seer , anything , 
132.Adamache Emilian  ,  figuran ,  seer , flexitarian , 
132.Arnăutu Matei  ,  figuran ,  human , anything , 
132.Antal Luca  ,  figuran ,  human , vegetarian , 
132.Bega  Gelu  ,  figuran ,  seer , anything , 
132.Brediceanu Aurelia  ,  figuran ,  human , vegetarian , 
132.Bădulescu Diana  ,  figuran ,  mermaid , anything , 
132.Brănescu Emilian  ,  figuran ,  mermaid , vegetarian , 
132.Berindei  Anca  ,  figuran ,  mermaid , vegetarian , 
132.Brânzeu Alexie  ,  figuran ,  mermaid , vegetarian , 
132.Bătrîneanu Andreea  ,  figuran ,  werewolf , anything , 
132.Antonescu Mihai  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Felicia  ,  figuran ,  human , vegetarian , 
132.Brediceanu Florina  ,  figuran ,  human , anything , 
132.Argetoianu Norbert  ,  figuran ,  werewolf , vegetarian , 
132.Baciu Anisoara  ,  figuran ,  werewolf , flexitarian , 
132.Botezan Teodosie  ,  figuran ,  mermaid , vegetarian , 
132.Grigorescu Flavia  ,  figuran ,  werewolf , flexitarian , 
132.Berindei  Felicia  ,  figuran ,  human , anything , 
132.Anghel Leon  ,  figuran ,  human , anything , 
132.Botnaru Paul  ,  figuran ,  vampire , anything , 
132.Athanasiu Augustina  ,  figuran ,  seer , vegetarian , 
132.Bozga Ana  ,  figuran ,  mermaid , flexitarian , 
132.Botezan Ilarie  ,  figuran ,  vampire , vegetarian , 
132.Bercea Anisoara  ,  figuran ,  human , vegetarian , 
132.Breban Vasile  ,  figuran ,  vampire , flexitarian , 
132.Apostol Laurentiu  ,  figuran ,  mermaid , flexitarian , 
132.Brătescu Anica  ,  figuran ,  werewolf , anything , 
132.Alexi Adelin  ,  figuran ,  mermaid , vegetarian , 
132.Ardelean Cezar  ,  figuran ,  human , flexitarian , 
132.Anghelescu Maria  ,  figuran ,  mermaid , flexitarian , 
132.Bejenaru Liviu  ,  figuran ,  seer , vegetarian , 
132.Blaga  Pavel  ,  figuran ,  werewolf , flexitarian , 
132.Basarabeanu Ioan  ,  figuran ,  human , flexitarian , 
132.Antonescu Constanta  ,  figuran ,  werewolf , flexitarian , 
132.Bichineț Bujor  ,  figuran ,  vampire , vegetarian , 
132.Antal Adrian  ,  figuran ,  mermaid , vegetarian , 
132.Budeanu Mariana  ,  figuran ,  werewolf , anything , 
132.Băsescu  Grigore  ,  figuran ,  mermaid , anything , 
132.Brediceanu Cornel  ,  figuran ,  human , flexitarian , 
132.Botnari Cecilia  ,  figuran ,  human , vegetarian , 
132.Adameșteanu Denisa  ,  figuran ,  human , anything , 
132.Athanasiu Luiza  ,  figuran ,  vampire , flexitarian , 
132.Athanasiu Liviu  ,  figuran ,  werewolf , anything , 
132.Bălțat Diana  ,  figuran ,  vampire , anything , 
132.Ardelean Martin  ,  figuran ,  seer , anything , 
132.Brătianu Felix  ,  figuran ,  seer , flexitarian , 
132.Valisescu Petre  ,  figuran ,  mermaid , vegetarian , 
132.Brânzeu Leon  ,  figuran ,  mermaid , anything , 
132.Popescu Lazar  ,  figuran ,  mermaid , flexitarian , 
132.Berghianu Laur  ,  figuran ,  human , vegetarian , 
132.Brânzan Anghel  ,  figuran ,  human , anything , 
132.Bălăceanu Cosmin  ,  figuran ,  vampire , anything , 
132.Arnăuțoiu Luca  ,  figuran ,  seer , anything , 
132.Budeanu Oana  ,  figuran ,  werewolf , anything , 
132.Brâncoveanu  Eduard  ,  figuran ,  human , vegetarian , 
132.Baghiu Anisoara  ,  figuran ,  mermaid , anything , 
132.Anghelescu David  ,  figuran ,  human , anything , 
132.Antonescu Constantin  ,  figuran ,  vampire , vegetarian , 
132.Brașoveanu Antonia  ,  figuran ,  mermaid , flexitarian , 
132.Andone Antoaneta  ,  figuran ,  mermaid , anything , 
132.Bibescu Arsenie  ,  figuran ,  vampire , vegetarian , 
132.Bizău Elena  ,  figuran ,  vampire , anything , 
132.Alexandrescu Norbert  ,  figuran ,  werewolf , vegetarian , 
132.Averescu  Dionisie  ,  figuran ,  human , vegetarian , 
132.Baconsky Laurentiu  ,  figuran ,  werewolf , flexitarian , 
132.Aldulescu Craciun  ,  figuran ,  werewolf , anything , 
132.Apetrei Irina  ,  figuran ,  vampire , flexitarian , 
132.Balanici Dan  ,  figuran ,  human , flexitarian , 
132.Amânar Stefan  ,  figuran ,  werewolf , vegetarian , 
132.Bănățeanu Aniela  ,  figuran ,  human , vegetarian , 
132.Angelescu Barbu  ,  figuran ,  mermaid , anything , 
132.Arnăutu Sorina  ,  figuran ,  seer , flexitarian , 
132.Antoci Dimitrie  ,  figuran ,  human , vegetarian , 
132.Dumitrescu Ileana  ,  figuran ,  human , vegetarian , 
132.Beclean  Filoftea  ,  figuran ,  seer , flexitarian , 
132.Brînzan Felicia  ,  figuran ,  mermaid , vegetarian , 
132.Broșteanu Calin  ,  figuran ,  mermaid , anything , 
132.Baconschi Laurentiu  ,  figuran ,  seer , anything , 
132.Brătianu Adelin  ,  figuran ,  human , vegetarian , 
132.Bădulescu Denisa  ,  figuran ,  mermaid , flexitarian , 
132.Baconsky Anghel  ,  figuran ,  mermaid , flexitarian , 
132.Braghiș Anghel  ,  figuran ,  vampire , vegetarian , 
132.Bodnăraș Cosmin  ,  figuran ,  mermaid , anything , 
132.Bozgă Raluca  ,  figuran ,  seer , flexitarian , 
132.Bibescu George  ,  figuran ,  werewolf , vegetarian , 
132.Armășescu Eduard  ,  figuran ,  human , vegetarian , 
132.Bosînceanu Ciprian  ,  figuran ,  seer , anything , 
132.Bujo Anton  ,  figuran ,  vampire , flexitarian , 
132.Barzin Iosif  ,  figuran ,  werewolf , flexitarian , 
132.Boteanu Costel  ,  figuran ,  vampire , flexitarian , 
132.Brânzeu David  ,  figuran ,  vampire , vegetarian , 
132.Florescu Sebastian  ,  figuran ,  mermaid , vegetarian , 
132.Bodnăraș Lidia  ,  figuran ,  seer , flexitarian , 
132.Baracci Gheorghe  ,  figuran ,  werewolf , anything , 
132.Bănică Iosif  ,  figuran ,  mermaid , flexitarian , 
132.Becali Ionuț  ,  figuran ,  vampire , vegetarian , 
132.Bodiul Ilie  ,  figuran ,  human , anything , 
132.Bosînceanu Dochia  ,  figuran ,  vampire , vegetarian , 
132.Georgescu Benone  ,  figuran ,  human , anything , 
132.Bodiul Matei  ,  figuran ,  seer , vegetarian , 
132.Apostoleanu Constanta  ,  figuran ,  human , anything , 
132.Armășescu Fanurie  ,  figuran ,  vampire , anything , 
132.Buhuș Pavel  ,  figuran ,  human , anything , 
132.Balanici Benone  ,  figuran ,  vampire , vegetarian , 
132.Bercu David  ,  figuran ,  werewolf , flexitarian , 
132.Armășescu Lucretiu  ,  figuran ,  mermaid , flexitarian , 
132.Asachi Aurica  ,  figuran ,  human , flexitarian , 
132.Stanescu Cosmin  ,  figuran ,  seer , flexitarian , 
132.Albulescu Anca  ,  figuran ,  vampire , flexitarian , 
132.Baconski  Ileana  ,  figuran ,  mermaid , vegetarian , 
132.Baconsky Iustin  ,  figuran ,  vampire , vegetarian , 
132.Adameșteanu Denis  ,  figuran ,  vampire , vegetarian , 
132.Bîrloiu Marius  ,  figuran ,  mermaid , flexitarian , 
132.Băsescu  Apostol  ,  figuran ,  human , vegetarian , 
132.Braghiș Adam  ,  figuran ,  human , vegetarian , 
132.Botnaru Alex  ,  figuran ,  werewolf , vegetarian , 
132.Buhuș Gratiela  ,  figuran ,  vampire , flexitarian , 
132.Bârloiu Magdalena  ,  figuran ,  seer , flexitarian , 
132.Bordea Anisoara  ,  figuran ,  werewolf , flexitarian , 
132.Almășan Teodor  ,  figuran ,  human , flexitarian , 
132.Barcianu  Decebal  ,  figuran ,  human , vegetarian , 
132.Arnăutu Benedict  ,  figuran ,  mermaid , anything , 
132.Bărbuceanu Aurica  ,  figuran ,  seer , anything , 
132.Bălănescu Doina  ,  figuran ,  seer , flexitarian , 
132.Almaș Bujor  ,  figuran ,  werewolf , vegetarian , 
132.Bătrîneanu Petre  ,  figuran ,  vampire , anything , 
132.Barzin Angelica  ,  figuran ,  human , vegetarian , 
132.Belimace Aniela  ,  figuran ,  seer , vegetarian , 
132.Bozga Matei  ,  figuran ,  vampire , vegetarian , 
132.Asachi Dochia  ,  figuran ,  human , flexitarian , 
132.Bozga Georgeta  ,  figuran ,  human , anything , 
132.Bănulescu Bujor  ,  figuran ,  werewolf , flexitarian , 
132.Brudașcu Oscar  ,  figuran ,  werewolf , flexitarian , 
132.Bărboianu Geanina  ,  figuran ,  mermaid , vegetarian , 
132.Bârlădeanu Luchian  ,  figuran ,  seer , anything , 
132.Bârloiu Decebal  ,  figuran ,  seer , anything , 
132.Borăscu Andreea  ,  figuran ,  werewolf , anything , 
132.Băsescu  Ioachim  ,  figuran ,  werewolf , anything , 
132.Botnari Valeriu  ,  figuran ,  human , flexitarian , 
132.Andronic Dumitru  ,  figuran ,  mermaid , flexitarian , 
132.Bîrloiu Sebastian  ,  figuran ,  werewolf , anything , 
132.Andreoiu Adrian  ,  figuran ,  vampire , anything , 
132.Bizău Gabriela  ,  figuran ,  vampire , vegetarian , 
132.Albulescu Benone  ,  figuran ,  werewolf , anything , 
132.Bădărău Eugenia  ,  figuran ,  werewolf , flexitarian , 
132.Bratu Dumitru  ,  figuran ,  human , flexitarian , 
132.Apostu Valeriu  ,  figuran ,  seer , anything , 
132.Bîrloiu Andreea  ,  figuran ,  mermaid , vegetarian , 
132.Ionescu Gabriel  ,  figuran ,  mermaid , vegetarian , 
132.Argeșanu Gheorghe  ,  figuran ,  mermaid , anything , 
132.Barbu Amalia  ,  figuran ,  seer , vegetarian , 
132.Buhagiar Costel  ,  figuran ,  mermaid , vegetarian , 
132.Ardeleanu David  ,  figuran ,  mermaid , vegetarian , 
132.Bozgă Cristofor  ,  figuran ,  vampire , flexitarian , 
132.Athanasiu Teodosie  ,  figuran ,  seer , vegetarian , 
132.Bonciu Dan  ,  figuran ,  human , flexitarian , 
132.Alexa  Adrian  ,  figuran ,  seer , flexitarian , 
132.Brezeanu Valentin  ,  figuran ,  werewolf , flexitarian , 
132.Bănică Gratiela  ,  figuran ,  werewolf , anything , 
132.Negoita Zahari  ,  figuran ,  mermaid , vegetarian , 
132.Aman Ionuț  ,  figuran ,  seer , anything , 
132.Grigorescu Sorina  ,  figuran ,  seer , vegetarian , 
132.Buhuș Florica  ,  figuran ,  werewolf , anything , 
132.Bujo Anisoara  ,  figuran ,  mermaid , anything , 
132.Bechet  Madalin  ,  figuran ,  vampire , flexitarian , 
132.Brâncuși  Laur  ,  figuran ,  mermaid , flexitarian , 
132.Balanici Ilarie  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Grigore  ,  figuran ,  mermaid , flexitarian , 
132.Agaparian Manole  ,  figuran ,  werewolf , anything , 
132.Alexe Anica  ,  figuran ,  seer , anything , 
132.Băsescu  Anca  ,  figuran ,  mermaid , vegetarian , 
132.Alexe Flavia  ,  figuran ,  human , anything , 
132.Andronic Lucretiu  ,  figuran ,  human , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  mermaid , anything , 
132.Boteanu Damian  ,  figuran ,  vampire , anything , 
132.Almășan Benjamin  ,  figuran ,  seer , anything , 
132.Băsescu  Matei  ,  figuran ,  human , flexitarian , 
132.Bănățeanu Eduard  ,  figuran ,  seer , anything , 
132.Argeșanu Brandusa  ,  figuran ,  werewolf , flexitarian , 
132.Brătescu Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Anghelache Camelia  ,  figuran ,  seer , anything , 
132.Brumaru Martin  ,  figuran ,  mermaid , anything , 
132.Popescu Iurie  ,  figuran ,  werewolf , flexitarian , 
132.Andronic Laur  ,  figuran ,  vampire , vegetarian , 
132.Aldulescu Aniela  ,  figuran ,  vampire , flexitarian , 
132.Antoci Ancuta  ,  figuran ,  vampire , vegetarian , 
132.Bega  Anisoara  ,  figuran ,  werewolf , anything , 
132.Bălan Anghel  ,  figuran ,  mermaid , vegetarian , 
132.Aldulescu Spiridon  ,  figuran ,  werewolf , anything , 
132.Botezan Vasile  ,  figuran ,  human , vegetarian , 
132.Breban Angelica  ,  figuran ,  mermaid , anything , 
132.Apostoleanu Benone  ,  figuran ,  human , vegetarian , 
132.Basarabeanu Denis  ,  figuran ,  werewolf , anything , 
132.Baconsky Ioana  ,  figuran ,  human , anything , 
132.Boteanu Basarab  ,  figuran ,  human , vegetarian , 
132.Stanescu Ghita  ,  figuran ,  werewolf , anything , 
132.Adamache Efrem  ,  figuran ,  vampire , anything , 
132.Bîrloiu Apostol  ,  figuran ,  vampire , flexitarian , 
132.Apostoleanu Anton  ,  figuran ,  werewolf , flexitarian , 
132.Brateș Felix  ,  figuran ,  mermaid , flexitarian , 
132.Brenduș Filip  ,  figuran ,  vampire , flexitarian , 
132.Băloșescu Cazimir  ,  figuran ,  human , vegetarian , 
132.Aman Augustina  ,  figuran ,  mermaid , anything , 
132.Besoiu Cecilia  ,  figuran ,  human , vegetarian , 
132.Botezan Alin  ,  figuran ,  human , vegetarian , 
132.Bechet  Bartolomeu  ,  figuran ,  mermaid , anything , 
132.Alifantis Dan  ,  figuran ,  human , vegetarian , 
132.Bazon Stefan  ,  figuran ,  human , vegetarian , 
132.Brateș Adam  ,  figuran ,  werewolf , vegetarian , 
132.Almășan Aurora  ,  figuran ,  vampire , vegetarian , 
132.Andreoiu Andreea  ,  figuran ,  seer , vegetarian , 
132.Brediceanu Gheorghe  ,  figuran ,  vampire , flexitarian , 
132.Botnaru Anca  ,  figuran ,  vampire , vegetarian , 
132.Popescu Ioachim  ,  figuran ,  vampire , vegetarian , 
132.Brânzeu Doina  ,  figuran ,  werewolf , anything , 
132.Bârloiu Ciprian  ,  figuran ,  werewolf , vegetarian , 
132.Bizău Laur  ,  figuran ,  vampire , vegetarian , 
132.Berghianu Dionisie  ,  figuran ,  seer , vegetarian , 
132.Bănică Mariana  ,  figuran ,  human , anything , 
132.Bătrâneanu Lacramioara  ,  figuran ,  mermaid , vegetarian , 
132.Basarabeanu Oscar  ,  figuran ,  seer , anything , 
132.Avramescu Anton  ,  figuran ,  seer , anything , 
132.Arnautu Camil  ,  figuran ,  seer , flexitarian , 
132.Alexandrescu Martin  ,  figuran ,  mermaid , anything , 
132.Alexi Fanurie  ,  figuran ,  mermaid , vegetarian , 
132.Bârlădeanu Dionisie  ,  figuran ,  seer , vegetarian , 
132.Bodiu Loredana  ,  figuran ,  seer , flexitarian , 
132.Ardeleanu Andrei  ,  figuran ,  mermaid , anything , 
132.Banciu  Irina  ,  figuran ,  human , anything , 
132.Berghianu Stefan  ,  figuran ,  vampire , flexitarian , 
132.Brateș Leon  ,  figuran ,  seer , anything , 
132.Bănulescu Mihail  ,  figuran ,  werewolf , flexitarian , 
132.Bosânceanu Liviu  ,  figuran ,  seer , flexitarian , 
132.Bărboianu Vasile  ,  figuran ,  vampire , anything , 
132.Bozgă Lucretiu  ,  figuran ,  mermaid , anything , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  werewolf , vegetarian , 
132.Botean Emilian  ,  figuran ,  vampire , flexitarian , 
132.Bodescu Laura  ,  figuran ,  seer , flexitarian , 
132.Bălțat Liviu  ,  figuran ,  seer , vegetarian , 
132.Buhagiar Maria  ,  figuran ,  mermaid , vegetarian , 
132.Budescu Geta  ,  figuran ,  human , anything , 
132.Argeșanu Ion  ,  figuran ,  human , anything , 
132.Badea Cosmin  ,  figuran ,  human , flexitarian , 
132.Begu Adriana  ,  figuran ,  human , flexitarian , 
132.Angelescu Eugen  ,  figuran ,  werewolf , vegetarian , 
132.Bârcă Petre  ,  figuran ,  vampire , anything , 
132.Albulescu Anisoara  ,  figuran ,  vampire , vegetarian , 
132.Bichineț Denisa  ,  figuran ,  mermaid , flexitarian , 
132.Borcea Razvan  ,  figuran ,  human , anything , 
132.Botezan Efrem  ,  figuran ,  werewolf , vegetarian , 
132.Barzin Adam  ,  figuran ,  seer , anything , 
132.Bengescu Benjamin  ,  figuran ,  mermaid , vegetarian , 
132.Bătrîneanu Mihai  ,  figuran ,  vampire , flexitarian , 
132.Bosânceanu Aurelia  ,  figuran ,  werewolf , flexitarian , 
132.Bănulescu Cristina  ,  figuran ,  human , vegetarian , 
132.Brediceanu Gratiela  ,  figuran ,  human , flexitarian , 
132.Bereș Filoftea  ,  figuran ,  vampire , flexitarian , 
132.Bărbuceanu Mariana  ,  figuran ,  mermaid , anything , 
132.Agârbiceanu Teodosie  ,  figuran ,  human , anything , 
132.Brânzeu Lucretia  ,  figuran ,  seer , anything , 
132.Bodescu Mariana  ,  figuran ,  mermaid , anything , 
132.Adoc Dionisie  ,  figuran ,  mermaid , anything , 
132.Bujo Augustina  ,  figuran ,  mermaid , flexitarian , 
132.Bogza Pavel  ,  figuran ,  vampire , anything , 
132.Armășescu Basarab  ,  figuran ,  vampire , anything , 
132.Bodescu Laura  ,  figuran ,  mermaid , anything , 
132.Brâncuși  Dochia  ,  figuran ,  seer , anything , 
132.Aman Iacob  ,  figuran ,  werewolf , anything , 
132.Adamache Ionuț  ,  figuran ,  vampire , vegetarian , 
132.Borcea Loredana  ,  figuran ,  human , flexitarian , 
