Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Bălan Laurentiu  ,  figuran ,  mermaid , vegetarian , 
132.Botnari Gelu  ,  figuran ,  werewolf , vegetarian , 
132.Basarabeanu Daniel  ,  figuran ,  vampire , anything , 
132.Baconschi Felicia  ,  figuran ,  mermaid , flexitarian , 
132.Băloșescu Calin  ,  figuran ,  werewolf , flexitarian , 
132.Baconsky Gratiela  ,  figuran ,  seer , flexitarian , 
132.Valisescu Mihai  ,  figuran ,  werewolf , flexitarian , 
132.Bârsănescu Andrei  ,  figuran ,  seer , vegetarian , 
132.Borcea Adelin  ,  figuran ,  seer , flexitarian , 
132.Bârcă Amalia  ,  figuran ,  mermaid , anything , 
132.Negoita Geta  ,  figuran ,  human , vegetarian , 
132.Brănescu Liliana  ,  figuran ,  human , anything , 
132.Adamescu Ion  ,  figuran ,  seer , flexitarian , 
132.Bârcă Filoftea  ,  figuran ,  vampire , anything , 
132.Bărboianu Daniel  ,  figuran ,  seer , anything , 
132.Balauru Manuel  ,  figuran ,  mermaid , flexitarian , 
132.Balanici Andrei  ,  figuran ,  human , anything , 
132.Angelescu Barbu  ,  figuran ,  human , anything , 
132.Buhagiar Razvan  ,  figuran ,  seer , vegetarian , 
132.Brașoveanu Iurie  ,  figuran ,  vampire , anything , 
132.Bentoiu Daniel  ,  figuran ,  werewolf , vegetarian , 
132.Bozga Gratiela  ,  figuran ,  mermaid , anything , 
132.Bogos Aurelia  ,  figuran ,  human , anything , 
132.Bujo Aurelia  ,  figuran ,  human , anything , 
132.Băloșescu Luminita  ,  figuran ,  human , anything , 
132.Agîrbiceanu Aurelia  ,  figuran ,  vampire , anything , 
132.Basarabeanu Nicolae  ,  figuran ,  human , flexitarian , 
132.Apostol Ana  ,  figuran ,  werewolf , flexitarian , 
132.Bădărău Lazar  ,  figuran ,  mermaid , anything , 
132.Avramescu Cezar  ,  figuran ,  human , anything , 
132.Boteanu Marian  ,  figuran ,  werewolf , flexitarian , 
132.Adameșteanu Filip  ,  figuran ,  werewolf , anything , 
132.Bibescu Emilian  ,  figuran ,  vampire , vegetarian , 
132.Bozgă Vasile  ,  figuran ,  mermaid , flexitarian , 
132.Angelescu Benone  ,  figuran ,  seer , flexitarian , 
132.Adamache Emilian  ,  figuran ,  mermaid , anything , 
132.Arnăutu Matei  ,  figuran ,  seer , vegetarian , 
132.Antal Luca  ,  figuran ,  mermaid , flexitarian , 
132.Bega  Gelu  ,  figuran ,  seer , flexitarian , 
132.Brediceanu Aurelia  ,  figuran ,  vampire , flexitarian , 
132.Bădulescu Diana  ,  figuran ,  mermaid , anything , 
132.Brănescu Emilian  ,  figuran ,  werewolf , anything , 
132.Berindei  Anca  ,  figuran ,  human , anything , 
132.Brânzeu Alexie  ,  figuran ,  seer , vegetarian , 
132.Bătrîneanu Andreea  ,  figuran ,  mermaid , vegetarian , 
132.Antonescu Mihai  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Felicia  ,  figuran ,  vampire , vegetarian , 
132.Brediceanu Florina  ,  figuran ,  mermaid , vegetarian , 
132.Argetoianu Norbert  ,  figuran ,  seer , vegetarian , 
132.Baciu Anisoara  ,  figuran ,  seer , vegetarian , 
132.Botezan Teodosie  ,  figuran ,  mermaid , vegetarian , 
132.Grigorescu Flavia  ,  figuran ,  vampire , flexitarian , 
132.Berindei  Felicia  ,  figuran ,  mermaid , vegetarian , 
132.Anghel Leon  ,  figuran ,  vampire , flexitarian , 
132.Botnaru Paul  ,  figuran ,  human , flexitarian , 
132.Athanasiu Augustina  ,  figuran ,  seer , vegetarian , 
132.Bozga Ana  ,  figuran ,  vampire , flexitarian , 
132.Botezan Ilarie  ,  figuran ,  mermaid , vegetarian , 
132.Bercea Anisoara  ,  figuran ,  mermaid , anything , 
132.Breban Vasile  ,  figuran ,  human , flexitarian , 
132.Apostol Laurentiu  ,  figuran ,  human , vegetarian , 
132.Brătescu Anica  ,  figuran ,  werewolf , flexitarian , 
132.Alexi Adelin  ,  figuran ,  seer , flexitarian , 
132.Ardelean Cezar  ,  figuran ,  werewolf , anything , 
132.Anghelescu Maria  ,  figuran ,  human , flexitarian , 
132.Bejenaru Liviu  ,  figuran ,  human , flexitarian , 
132.Blaga  Pavel  ,  figuran ,  werewolf , vegetarian , 
132.Basarabeanu Ioan  ,  figuran ,  werewolf , flexitarian , 
132.Antonescu Constanta  ,  figuran ,  human , flexitarian , 
132.Bichineț Bujor  ,  figuran ,  mermaid , anything , 
132.Antal Adrian  ,  figuran ,  werewolf , flexitarian , 
132.Budeanu Mariana  ,  figuran ,  seer , flexitarian , 
132.Băsescu  Grigore  ,  figuran ,  human , vegetarian , 
132.Brediceanu Cornel  ,  figuran ,  seer , flexitarian , 
132.Botnari Cecilia  ,  figuran ,  seer , vegetarian , 
132.Adameșteanu Denisa  ,  figuran ,  mermaid , vegetarian , 
132.Athanasiu Luiza  ,  figuran ,  vampire , anything , 
132.Athanasiu Liviu  ,  figuran ,  seer , vegetarian , 
132.Bălțat Diana  ,  figuran ,  mermaid , flexitarian , 
132.Ardelean Martin  ,  figuran ,  mermaid , vegetarian , 
132.Brătianu Felix  ,  figuran ,  seer , flexitarian , 
132.Valisescu Petre  ,  figuran ,  mermaid , anything , 
132.Brânzeu Leon  ,  figuran ,  mermaid , anything , 
132.Popescu Lazar  ,  figuran ,  vampire , vegetarian , 
132.Berghianu Laur  ,  figuran ,  mermaid , flexitarian , 
132.Brânzan Anghel  ,  figuran ,  vampire , anything , 
132.Bălăceanu Cosmin  ,  figuran ,  seer , anything , 
132.Arnăuțoiu Luca  ,  figuran ,  human , vegetarian , 
132.Budeanu Oana  ,  figuran ,  mermaid , vegetarian , 
132.Brâncoveanu  Eduard  ,  figuran ,  seer , vegetarian , 
132.Baghiu Anisoara  ,  figuran ,  vampire , anything , 
132.Anghelescu David  ,  figuran ,  vampire , anything , 
132.Antonescu Constantin  ,  figuran ,  vampire , anything , 
132.Brașoveanu Antonia  ,  figuran ,  seer , anything , 
132.Andone Antoaneta  ,  figuran ,  werewolf , vegetarian , 
132.Bibescu Arsenie  ,  figuran ,  human , flexitarian , 
132.Bizău Elena  ,  figuran ,  human , flexitarian , 
132.Alexandrescu Norbert  ,  figuran ,  vampire , vegetarian , 
132.Averescu  Dionisie  ,  figuran ,  seer , flexitarian , 
132.Baconsky Laurentiu  ,  figuran ,  vampire , flexitarian , 
132.Aldulescu Craciun  ,  figuran ,  mermaid , flexitarian , 
132.Apetrei Irina  ,  figuran ,  werewolf , vegetarian , 
132.Balanici Dan  ,  figuran ,  mermaid , vegetarian , 
132.Amânar Stefan  ,  figuran ,  vampire , anything , 
132.Bănățeanu Aniela  ,  figuran ,  mermaid , vegetarian , 
132.Angelescu Barbu  ,  figuran ,  vampire , flexitarian , 
132.Arnăutu Sorina  ,  figuran ,  mermaid , vegetarian , 
132.Antoci Dimitrie  ,  figuran ,  human , vegetarian , 
132.Dumitrescu Ileana  ,  figuran ,  human , anything , 
132.Beclean  Filoftea  ,  figuran ,  mermaid , vegetarian , 
132.Brînzan Felicia  ,  figuran ,  human , anything , 
132.Broșteanu Calin  ,  figuran ,  werewolf , anything , 
132.Baconschi Laurentiu  ,  figuran ,  werewolf , vegetarian , 
132.Brătianu Adelin  ,  figuran ,  human , vegetarian , 
132.Bădulescu Denisa  ,  figuran ,  werewolf , flexitarian , 
132.Baconsky Anghel  ,  figuran ,  seer , anything , 
132.Braghiș Anghel  ,  figuran ,  human , vegetarian , 
132.Bodnăraș Cosmin  ,  figuran ,  vampire , anything , 
132.Bozgă Raluca  ,  figuran ,  werewolf , vegetarian , 
132.Bibescu George  ,  figuran ,  vampire , flexitarian , 
132.Armășescu Eduard  ,  figuran ,  human , anything , 
132.Bosînceanu Ciprian  ,  figuran ,  mermaid , vegetarian , 
132.Bujo Anton  ,  figuran ,  vampire , anything , 
132.Barzin Iosif  ,  figuran ,  human , vegetarian , 
132.Boteanu Costel  ,  figuran ,  vampire , vegetarian , 
132.Brânzeu David  ,  figuran ,  mermaid , vegetarian , 
132.Florescu Sebastian  ,  figuran ,  vampire , anything , 
132.Bodnăraș Lidia  ,  figuran ,  werewolf , vegetarian , 
132.Baracci Gheorghe  ,  figuran ,  mermaid , anything , 
132.Bănică Iosif  ,  figuran ,  mermaid , vegetarian , 
132.Becali Ionuț  ,  figuran ,  seer , anything , 
132.Bodiul Ilie  ,  figuran ,  seer , flexitarian , 
132.Bosînceanu Dochia  ,  figuran ,  werewolf , anything , 
132.Georgescu Benone  ,  figuran ,  seer , flexitarian , 
132.Bodiul Matei  ,  figuran ,  human , flexitarian , 
132.Apostoleanu Constanta  ,  figuran ,  human , vegetarian , 
132.Armășescu Fanurie  ,  figuran ,  seer , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  human , vegetarian , 
132.Balanici Benone  ,  figuran ,  vampire , anything , 
132.Bercu David  ,  figuran ,  mermaid , flexitarian , 
132.Armășescu Lucretiu  ,  figuran ,  seer , flexitarian , 
132.Asachi Aurica  ,  figuran ,  human , anything , 
132.Stanescu Cosmin  ,  figuran ,  seer , anything , 
132.Albulescu Anca  ,  figuran ,  vampire , anything , 
132.Baconski  Ileana  ,  figuran ,  human , vegetarian , 
132.Baconsky Iustin  ,  figuran ,  mermaid , anything , 
132.Adameșteanu Denis  ,  figuran ,  seer , vegetarian , 
132.Bîrloiu Marius  ,  figuran ,  mermaid , flexitarian , 
132.Băsescu  Apostol  ,  figuran ,  werewolf , flexitarian , 
132.Braghiș Adam  ,  figuran ,  vampire , flexitarian , 
132.Botnaru Alex  ,  figuran ,  vampire , flexitarian , 
132.Buhuș Gratiela  ,  figuran ,  seer , anything , 
132.Bârloiu Magdalena  ,  figuran ,  mermaid , vegetarian , 
132.Bordea Anisoara  ,  figuran ,  vampire , flexitarian , 
132.Almășan Teodor  ,  figuran ,  seer , vegetarian , 
132.Barcianu  Decebal  ,  figuran ,  human , flexitarian , 
132.Arnăutu Benedict  ,  figuran ,  werewolf , vegetarian , 
132.Bărbuceanu Aurica  ,  figuran ,  human , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  seer , vegetarian , 
132.Almaș Bujor  ,  figuran ,  human , vegetarian , 
132.Bătrîneanu Petre  ,  figuran ,  human , anything , 
132.Barzin Angelica  ,  figuran ,  human , flexitarian , 
132.Belimace Aniela  ,  figuran ,  mermaid , anything , 
132.Bozga Matei  ,  figuran ,  vampire , anything , 
132.Asachi Dochia  ,  figuran ,  werewolf , vegetarian , 
132.Bozga Georgeta  ,  figuran ,  seer , anything , 
132.Bănulescu Bujor  ,  figuran ,  seer , vegetarian , 
132.Brudașcu Oscar  ,  figuran ,  vampire , flexitarian , 
132.Bărboianu Geanina  ,  figuran ,  werewolf , vegetarian , 
132.Bârlădeanu Luchian  ,  figuran ,  seer , flexitarian , 
132.Bârloiu Decebal  ,  figuran ,  human , flexitarian , 
132.Borăscu Andreea  ,  figuran ,  vampire , anything , 
132.Băsescu  Ioachim  ,  figuran ,  human , anything , 
132.Botnari Valeriu  ,  figuran ,  mermaid , flexitarian , 
132.Andronic Dumitru  ,  figuran ,  werewolf , vegetarian , 
132.Bîrloiu Sebastian  ,  figuran ,  vampire , vegetarian , 
132.Andreoiu Adrian  ,  figuran ,  werewolf , anything , 
132.Bizău Gabriela  ,  figuran ,  mermaid , flexitarian , 
132.Albulescu Benone  ,  figuran ,  vampire , vegetarian , 
132.Bădărău Eugenia  ,  figuran ,  human , anything , 
132.Bratu Dumitru  ,  figuran ,  werewolf , vegetarian , 
132.Apostu Valeriu  ,  figuran ,  werewolf , vegetarian , 
132.Bîrloiu Andreea  ,  figuran ,  seer , anything , 
132.Ionescu Gabriel  ,  figuran ,  human , anything , 
132.Argeșanu Gheorghe  ,  figuran ,  werewolf , vegetarian , 
132.Barbu Amalia  ,  figuran ,  werewolf , flexitarian , 
132.Buhagiar Costel  ,  figuran ,  vampire , anything , 
132.Ardeleanu David  ,  figuran ,  human , anything , 
132.Bozgă Cristofor  ,  figuran ,  vampire , anything , 
132.Athanasiu Teodosie  ,  figuran ,  mermaid , vegetarian , 
132.Bonciu Dan  ,  figuran ,  human , vegetarian , 
132.Alexa  Adrian  ,  figuran ,  seer , vegetarian , 
132.Brezeanu Valentin  ,  figuran ,  seer , vegetarian , 
132.Bănică Gratiela  ,  figuran ,  seer , flexitarian , 
132.Negoita Zahari  ,  figuran ,  seer , vegetarian , 
132.Aman Ionuț  ,  figuran ,  werewolf , vegetarian , 
132.Grigorescu Sorina  ,  figuran ,  seer , flexitarian , 
132.Buhuș Florica  ,  figuran ,  human , anything , 
132.Bujo Anisoara  ,  figuran ,  werewolf , vegetarian , 
132.Bechet  Madalin  ,  figuran ,  mermaid , anything , 
132.Brâncuși  Laur  ,  figuran ,  human , flexitarian , 
132.Balanici Ilarie  ,  figuran ,  seer , vegetarian , 
132.Athanasiu Grigore  ,  figuran ,  human , anything , 
132.Agaparian Manole  ,  figuran ,  mermaid , flexitarian , 
132.Alexe Anica  ,  figuran ,  vampire , vegetarian , 
132.Băsescu  Anca  ,  figuran ,  seer , vegetarian , 
132.Alexe Flavia  ,  figuran ,  vampire , vegetarian , 
132.Andronic Lucretiu  ,  figuran ,  human , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  seer , anything , 
132.Boteanu Damian  ,  figuran ,  vampire , anything , 
132.Almășan Benjamin  ,  figuran ,  vampire , vegetarian , 
132.Băsescu  Matei  ,  figuran ,  mermaid , flexitarian , 
132.Bănățeanu Eduard  ,  figuran ,  werewolf , flexitarian , 
132.Argeșanu Brandusa  ,  figuran ,  seer , vegetarian , 
132.Brătescu Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Anghelache Camelia  ,  figuran ,  vampire , anything , 
132.Brumaru Martin  ,  figuran ,  vampire , anything , 
132.Popescu Iurie  ,  figuran ,  mermaid , vegetarian , 
132.Andronic Laur  ,  figuran ,  human , flexitarian , 
132.Aldulescu Aniela  ,  figuran ,  mermaid , anything , 
132.Antoci Ancuta  ,  figuran ,  mermaid , flexitarian , 
132.Bega  Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Bălan Anghel  ,  figuran ,  vampire , anything , 
132.Aldulescu Spiridon  ,  figuran ,  mermaid , anything , 
132.Botezan Vasile  ,  figuran ,  mermaid , anything , 
132.Breban Angelica  ,  figuran ,  human , flexitarian , 
132.Apostoleanu Benone  ,  figuran ,  human , flexitarian , 
132.Basarabeanu Denis  ,  figuran ,  vampire , flexitarian , 
132.Baconsky Ioana  ,  figuran ,  werewolf , vegetarian , 
132.Boteanu Basarab  ,  figuran ,  seer , vegetarian , 
132.Stanescu Ghita  ,  figuran ,  vampire , flexitarian , 
132.Adamache Efrem  ,  figuran ,  seer , vegetarian , 
132.Bîrloiu Apostol  ,  figuran ,  vampire , flexitarian , 
132.Apostoleanu Anton  ,  figuran ,  werewolf , flexitarian , 
132.Brateș Felix  ,  figuran ,  vampire , anything , 
132.Brenduș Filip  ,  figuran ,  seer , vegetarian , 
132.Băloșescu Cazimir  ,  figuran ,  vampire , vegetarian , 
132.Aman Augustina  ,  figuran ,  seer , flexitarian , 
132.Besoiu Cecilia  ,  figuran ,  mermaid , flexitarian , 
132.Botezan Alin  ,  figuran ,  mermaid , vegetarian , 
132.Bechet  Bartolomeu  ,  figuran ,  seer , flexitarian , 
132.Alifantis Dan  ,  figuran ,  human , flexitarian , 
132.Bazon Stefan  ,  figuran ,  mermaid , anything , 
132.Brateș Adam  ,  figuran ,  human , vegetarian , 
132.Almășan Aurora  ,  figuran ,  mermaid , vegetarian , 
132.Andreoiu Andreea  ,  figuran ,  mermaid , vegetarian , 
132.Brediceanu Gheorghe  ,  figuran ,  werewolf , anything , 
132.Botnaru Anca  ,  figuran ,  human , vegetarian , 
132.Popescu Ioachim  ,  figuran ,  seer , anything , 
132.Brânzeu Doina  ,  figuran ,  vampire , anything , 
132.Bârloiu Ciprian  ,  figuran ,  human , vegetarian , 
132.Bizău Laur  ,  figuran ,  seer , flexitarian , 
132.Berghianu Dionisie  ,  figuran ,  werewolf , flexitarian , 
132.Bănică Mariana  ,  figuran ,  human , flexitarian , 
132.Bătrâneanu Lacramioara  ,  figuran ,  vampire , flexitarian , 
132.Basarabeanu Oscar  ,  figuran ,  werewolf , flexitarian , 
132.Avramescu Anton  ,  figuran ,  vampire , flexitarian , 
132.Arnautu Camil  ,  figuran ,  human , vegetarian , 
132.Alexandrescu Martin  ,  figuran ,  mermaid , vegetarian , 
132.Alexi Fanurie  ,  figuran ,  werewolf , anything , 
132.Bârlădeanu Dionisie  ,  figuran ,  seer , vegetarian , 
132.Bodiu Loredana  ,  figuran ,  vampire , anything , 
132.Ardeleanu Andrei  ,  figuran ,  mermaid , vegetarian , 
132.Banciu  Irina  ,  figuran ,  human , anything , 
132.Berghianu Stefan  ,  figuran ,  seer , flexitarian , 
132.Brateș Leon  ,  figuran ,  vampire , vegetarian , 
132.Bănulescu Mihail  ,  figuran ,  mermaid , vegetarian , 
132.Bosânceanu Liviu  ,  figuran ,  human , vegetarian , 
132.Bărboianu Vasile  ,  figuran ,  seer , vegetarian , 
132.Bozgă Lucretiu  ,  figuran ,  seer , anything , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  seer , flexitarian , 
132.Botean Emilian  ,  figuran ,  seer , anything , 
132.Bodescu Laura  ,  figuran ,  mermaid , flexitarian , 
132.Bălțat Liviu  ,  figuran ,  mermaid , flexitarian , 
132.Buhagiar Maria  ,  figuran ,  werewolf , anything , 
132.Budescu Geta  ,  figuran ,  mermaid , vegetarian , 
132.Argeșanu Ion  ,  figuran ,  werewolf , vegetarian , 
132.Badea Cosmin  ,  figuran ,  human , vegetarian , 
132.Begu Adriana  ,  figuran ,  seer , flexitarian , 
132.Angelescu Eugen  ,  figuran ,  vampire , vegetarian , 
132.Bârcă Petre  ,  figuran ,  human , flexitarian , 
132.Albulescu Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Bichineț Denisa  ,  figuran ,  mermaid , anything , 
132.Borcea Razvan  ,  figuran ,  seer , flexitarian , 
132.Botezan Efrem  ,  figuran ,  human , vegetarian , 
132.Barzin Adam  ,  figuran ,  mermaid , flexitarian , 
132.Bengescu Benjamin  ,  figuran ,  mermaid , anything , 
132.Bătrîneanu Mihai  ,  figuran ,  vampire , flexitarian , 
132.Bosânceanu Aurelia  ,  figuran ,  vampire , anything , 
132.Bănulescu Cristina  ,  figuran ,  mermaid , vegetarian , 
132.Brediceanu Gratiela  ,  figuran ,  mermaid , flexitarian , 
132.Bereș Filoftea  ,  figuran ,  human , flexitarian , 
132.Bărbuceanu Mariana  ,  figuran ,  human , flexitarian , 
132.Agârbiceanu Teodosie  ,  figuran ,  human , vegetarian , 
132.Brânzeu Lucretia  ,  figuran ,  vampire , anything , 
132.Bodescu Mariana  ,  figuran ,  werewolf , flexitarian , 
132.Adoc Dionisie  ,  figuran ,  human , anything , 
132.Bujo Augustina  ,  figuran ,  mermaid , vegetarian , 
132.Bogza Pavel  ,  figuran ,  vampire , anything , 
132.Armășescu Basarab  ,  figuran ,  human , anything , 
132.Bodescu Laura  ,  figuran ,  seer , vegetarian , 
132.Brâncuși  Dochia  ,  figuran ,  vampire , flexitarian , 
132.Aman Iacob  ,  figuran ,  werewolf , vegetarian , 
132.Adamache Ionuț  ,  figuran ,  seer , vegetarian , 
132.Borcea Loredana  ,  figuran ,  mermaid , flexitarian , 
132.Adamache Ruxandra  ,  figuran ,  human , vegetarian , 
132.Arnăutu Nicolai  ,  figuran ,  werewolf , flexitarian , 
132.Antoci Grigore  ,  figuran ,  human , anything , 
132.Boroianu Aurelia  ,  figuran ,  mermaid , anything , 
132.Bârlădeanu Stefan  ,  figuran ,  vampire , flexitarian , 
132.Dumitrescu Pavel  ,  figuran ,  vampire , vegetarian , 
132.Baconski  Dimitrie  ,  figuran ,  human , anything , 
132.Boștină Vladimir  ,  figuran ,  human , anything , 
132.Bălănescu Mariana  ,  figuran ,  vampire , vegetarian , 
132.Barbu Ileana  ,  figuran ,  human , vegetarian , 
132.Bordea Andrei  ,  figuran ,  mermaid , vegetarian , 
132.Bîrloiu Benedict  ,  figuran ,  mermaid , anything , 
132.Breban Damian  ,  figuran ,  seer , flexitarian , 
132.Bărboianu Loredana  ,  figuran ,  mermaid , anything , 
132.Barcianu  Georgeta  ,  figuran ,  vampire , vegetarian , 
132.Andone Luciana  ,  figuran ,  mermaid , anything , 
132.Brumaru Lazar  ,  figuran ,  human , flexitarian , 
132.Budescu Liliana  ,  figuran ,  werewolf , anything , 
132.Bercea Doru  ,  figuran ,  seer , anything , 
132.Brânzeu Luminita  ,  figuran ,  mermaid , anything , 
132.Adamescu Manuel  ,  figuran ,  werewolf , vegetarian , 
132.Aman Anica  ,  figuran ,  vampire , flexitarian , 
132.Bercu Lucretiu  ,  figuran ,  human , anything , 
132.Barbu Horia  ,  figuran ,  seer , flexitarian , 
132.Andone Manuela  ,  figuran ,  seer , flexitarian , 
132.Balanici Norbert  ,  figuran ,  vampire , anything , 
132.Bârloiu Emilian  ,  figuran ,  human , vegetarian , 
132.Arnautu Ciprian  ,  figuran ,  seer , vegetarian , 
132.Bereș Nicolae  ,  figuran ,  mermaid , vegetarian , 
132.Baghiu Serban  ,  figuran ,  seer , flexitarian , 
132.Valisescu Dimitrie  ,  figuran ,  seer , anything , 
132.Baicu Leon  ,  figuran ,  seer , flexitarian , 
